"","TNEV","Nev_2010","szervezet_2010","Nev_2006","szervezet_2006","jogalas","megye","kisterseg","terulet","lakonepesseg","lakasok_szama","roma_onkormanyzat","hatranyos","tipus"
"2617","Szentistván","Koncz József","Független","Ördög Jakab","Független","nagyközség","Borsod-Abaúj-Zemplén","Mezőkövesdi","5122",2385,"1141",1,"HH",1
"2618","Szentistvánbaksa","Rontó István","Független","Rontó István","Független","község","Borsod-Abaúj-Zemplén","Szikszói","656",270,"140",0,"LHHK",1
"2619","Szentjakabfa","Steixner László","Független","Steixner László","Független","község","Veszprém","Balatonfüredi","576",109,"47",0,NA,NA
"2620","Szentkatalin",NA,NA,"Toperczer Istvánné","Független","község","Baranya","Szentlőrinci","1331",117,"71",0,"HH",1
"2621","Szentkirály","Szabó Gellért","Szentkirályi Vágó János Gazdakör","Szabó Gellért","Vágó János Gazdakör","község","Bács-Kiskun","Kecskeméti","10189",1930,"926",0,NA,NA
"2622","Szentkirályszabadja","Iványi András","Független","Iványi András","Független","község","Veszprém","Balatonalmádi","2238",2037,"685",1,NA,NA
"2623","Szentkozmadombja","Káli Lajos","Független","Káli Lajos","Független","község","Zala","Zalaegerszegi","508",76,"71",0,NA,NA
"2624","Szentlászló","Bognár József","Független","Bognár József","Független","község","Baranya","Szigetvári","1406",835,"283",0,"LHHK",1
"2625","Szentliszló","Domonkosné Árkus Éva","Független","Bapka Mihályné","Független","község","Zala","Letenyei","689",299,"142",0,"HH",1
"2626","Szentlőrinc","Győrvári Márk","Független","Győrvári Márk","Független","város","Baranya","Szentlőrinci","2781",6922,"2542",1,"HH",1
"2627","Szentlőrinckáta","Horváth László","Független","Horváth László","Független","község","Pest","Nagykátai","2015",1919,"835",0,NA,NA
"2628","Szentmargitfalva",NA,NA,"Molnár Jánosné","Független","község","Zala","Letenyei","312",88,"73",0,"HH",4
"2629","Szentmártonkáta","Fodor Zoltán","Független","Fodor Zoltán","Független","község","Pest","Nagykátai","5220",4937,"1937",0,NA,NA
"2630","Szentpéterfa","Kohuth Győző Viktor","Független","Kohuth Miklós","Független","község","Vas","Szombathelyi","3124",957,"391",0,NA,NA
"2631","Szentpéterfölde","Tóth Péter","Független","Tóth Péter","Független","község","Zala","Lenti","1199",129,"84",0,NA,NA
"2632","Szentpéterszeg","Olajos Mihály","Független","Olajos Mihály","Független","község","Hajdú-Bihar","Berettyóújfalui","2551",1104,"477",0,"LHHK",1
"2633","Szentpéterúr","Farkas Ágota","Független","Farkas Ágota","Független","község","Zala","Pacsai","1596",1048,"441",1,"HH",1
"2634","Szenyér","Bogdán Imre János","Fidesz - Magyar Polgári Szövetség","Bogdán Imre János","Független","község","Somogy","Marcali","2019",297,"147",1,"HH",1
"2635","Szepetnek","Vlasicsné Fischl Timea","Független","Grabant János","Független","község","Zala","Nagykanizsai","3039",1640,"552",1,NA,NA
"2636","Szerecseny","Bolla Gyula","Független","Bolla Gyula","Független","község","Győr-Moson-Sopron","Téti","1239",797,"376",0,"HH",2
"2637","Szeremle",NA,NA,"Erős István","Független","község","Bács-Kiskun","Bajai","3464",1432,"628",1,"HH",2
"2638","Szerencs","Koncz Ferenc","Fidesz - Magyar Polgári Szövetség","Rónavölgyi Endréné","MAGYAR SZOCIALISTA PÁRT","város","Borsod-Abaúj-Zemplén","Szerencsi","3668",9173,"3874",1,"LHHK",1
"2639","Szerep",NA,NA,"Győri Balázs","Független","község","Hajdú-Bihar","Püspökladányi","5604",1523,"570",1,"LHH",1
"2640","Szergény","Piri Balázs","Független","Piri Balázs","Független","község","Vas","Celldömölki","1561",329,"170",0,"HH",2
"2641","Szigetbecse","Magasitz Lajos","Független","Magasitz Lajos","Független","község","Pest","Ráckevei","1712",1358,"517",1,NA,NA
"2642","Szigetcsép","Kóta István","Független","Kóta István","Független","község","Pest","Ráckevei","1820",2320,"922",0,NA,NA
"2643","Szigethalom","Fáki László","Független","Fáki László","SZDSZ- A MAGYAR LIBERÁLIS PÁRT","város","Pest","Ráckevei","912",17221,"5453",0,NA,NA
"2644","Szigetmonostor",NA,NA,"Molnár Zsolt","Független","község","Pest","Szentendrei","2351",2248,"712",0,NA,NA
"2645","Szigetszentmárton",NA,NA,"Lerner Henrik","Független","község","Pest","Ráckevei","1073",2140,"864",0,NA,NA
"2646","Szigetszentmiklós","Szabó József","Fidesz - Magyar Polgári Szövetség","Szabó József","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","város","Pest","Ráckevei","4565",34331,"11984",1,NA,NA
"2647","Szigetújfalu","Paulheim Vilmos","Független","Varga József","Független","község","Pest","Ráckevei","1083",2039,"845",0,NA,NA
"2648","Szigetvár","Kolovics János","Fidesz - Magyar Polgári Szövetség","Paizs József","MAGYAR SZOCIALISTA PÁRT","város","Baranya","Szigetvári","3951",10868,"4329",1,"LHHK",1
"2649","Szigliget","Balassa Balázs","Független","Balassa Balázs","Független","község","Veszprém","Tapolcai","3426",817,"445",0,"HH",2
"2650","Szihalom","Bóta József Sándor","Független","Zelei András","Független","község","Heves","Füzesabonyi","3417",1961,"978",0,"HH",1
"2651","Szijártóháza","Végi József","Független","Végi József","Független","község","Zala","Lenti","378",26,"29",0,NA,NA
"2652","Szikszó",NA,NA,"Füzesséri József","MAGYAR SZOCIALISTA PÁRT","város","Borsod-Abaúj-Zemplén","Szikszói","3623",5395,"2213",1,"LHHK",1
"2653","Szil","Lengyel Lajos","Független","Lengyel Lajos","Független","község","Győr-Moson-Sopron","Csornai","3104",1202,"632",1,"HH",2
"2654","Szilágy","Perlaki László","Független","Perlaki László","Független","község","Baranya","Pécsváradi","1155",302,"133",1,"HH",1
"2655","Szilaspogony","Nagy György","Független","Nagy György","Független","község","Nógrád","Salgótarjáni","1440",318,"177",1,"LHH",1
"2656","Szilsárkány","Zöld Péter","Független","Zöld Péter","Független","község","Győr-Moson-Sopron","Csornai","1669",670,"309",0,"HH",2
"2657","Szilvágy","Péntek Gyuláné","Független","Péntek Gyuláné","Független","község","Zala","Lenti","2427",205,"99",0,NA,NA
"2658","Szilvás","Schaff József","Független","Emberovics Dénes","Független","község","Baranya","Pécsi","604",169,"57",1,NA,NA
"2659","Szilvásvárad","Szaniszló László","Független","Szaniszló László","Független","község","Heves","Bélapátfalvai","3782",1675,"745",0,"HH",1
"2660","Szilvásszentmárton","Lengyel Gábor","Fidesz - Magyar Polgári Szövetség","Lengyel Gábor","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","község","Somogy","Kadarkúti","708",198,"70",1,"LHHK",1
"2661","Szin","Ötvös Bálint","Független","Ötvös Bálint","Független","község","Borsod-Abaúj-Zemplén","Edelényi","1810",741,"257",1,"LHHK",1
"2662","Szinpetri","Doszpoly Károly","Független","Doszpoly Károly","Független","község","Borsod-Abaúj-Zemplén","Edelényi","971",216,"100",0,"LHHK",1
"2663","Szirák","Kómár Jánosné","Független","Kómár Jánosné","Független","község","Nógrád","Pásztói","1909",1115,"458",1,"HH",1
"2664","Szirmabesenyő","Fedor Vince","Független","Fedor Vince","Független","nagyközség","Borsod-Abaúj-Zemplén","Miskolci","1575",4419,"1632",1,NA,NA
"2665","Szob","Szőke István","Független","Remitzky Zoltán","Független","város","Pest","Szobi","1797",2944,"1109",0,"HH",1
"2666","Szokolya","Gyurcsik Mihály","Független","Gyurcsik Mihály","Független","község","Pest","Váci","5905",1792,"693",0,NA,NA
"2667","Szólád","Rózsás Elemér","Független","Vörös Gyula","Független","község","Somogy","Balatonföldvári","1998",552,"299",0,"HH",2
"2668","Szolnok","Szalay Ferenc","Fidesz - Magyar Polgári Szövetség","Szalay Ferenc","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","megyeszékhely, megyei jogú város","Jász-Nagykun-Szolnok","Szolnoki","18724",74544,"34038",1,NA,NA
"2669","Szombathely","Puskás Tivadar","Fidesz - Magyar Polgári Szövetség","Ipkovich György","MAGYAR SZOCIALISTA PÁRT","megyeszékhely, megyei jogú város","Vas","Szombathelyi","9750",79590,"34162",1,NA,NA
"2670","Szomód",NA,NA,"Suvadáné Végh Katalin","Független","község","Komárom-Esztergom","Tatai","2835",2112,"733",0,NA,NA
"2671","Szomolya","Guczi István","Független","Guczi István","Független","község","Borsod-Abaúj-Zemplén","Mezőkövesdi","2269",1572,"708",1,"HH",1
"2672","Szomor","Nagy György","Független","Nagy György","Független","község","Komárom-Esztergom","Tatabányai","1319",1138,"401",0,NA,NA
"2673","Szorgalmatos",NA,NA,"Takács Pálné","MAGYAR SZOCIALISTA PÁRT","község","Szabolcs-Szatmár-Bereg","Tiszavasvári","1038",1125,"336",0,"LHH",1
"2674","Szorosad","Kendi Tibor","Független","Kendi Tibor","Független","község","Somogy","Tabi","648",90,"59",0,"LHH",1
"2675","Szőc","Szél András Péter","Független","Szél András Péter","Független","község","Veszprém","Ajkai","755",442,"108",0,NA,NA
"2676","Szőce","Papp Tibor","Független","Papp Tibor","Független","község","Vas","Őriszentpéteri","1871",360,"215",0,"HH",1
"2677","Sződ","Hertel László","Független","Hertel László","Független","község","Pest","Váci","1577",3316,"1165",0,NA,NA
"2678","Sződliget","Juhász Béla Róbert","Tiszta Forrás Szövetség","Bábiné Szottfried Gabriella","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","község","Pest","Váci","731",4595,"1514",0,NA,NA
"2679","Szögliget","Tóthné Mihalik Katalin","Független","Tóthné Mihalik Katalin","Független","község","Borsod-Abaúj-Zemplén","Edelényi","3474",607,"396",0,"LHHK",1
"2680","Szőke","Szentmiklósi Attila Gyula","Független","Szentmiklósi Attila Gyula","Független","község","Baranya","Pécsi","648",128,"55",1,NA,NA
"2681","Szőkéd","Bunyevácz Mátyás","Független","Bunyevácz Mátyás","Független","község","Baranya","Pécsi","958",362,"138",1,NA,NA
"2682","Szőkedencs","Komári József","Fidesz - Magyar Polgári Szövetség","Komári József","Független","község","Somogy","Marcali","1869",272,"185",0,"HH",1
"2683","Szőlősardó","Holló István","Független","Tóth János","Független","község","Borsod-Abaúj-Zemplén","Edelényi","1066",103,"84",0,"LHHK",1
"2684","Szőlősgyörök","Klotz Péter","Fidesz - Magyar Polgári Szövetség","Klotz Péter","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","község","Somogy","Lengyeltóti","1863",1214,"490",0,"LHHK",1
"2685","Szörény","Boros István","Független","Boros István","Független","község","Baranya","Szigetvári","441",67,"33",0,"LHHK",1
"2686","Szúcs","Egyed Zsigmond","Független","Egyed Zsigmond","Független","község","Heves","Bélapátfalvai","849",416,"158",1,"HH",1
"2687","Szuha","Tóth Zoltán István","Fidesz - Magyar Polgári Szövetség","Kun Tiborné","Független","község","Nógrád","Bátonyterenyei","1756",625,"358",0,"LHHK",1
"2688","Szuhafő",NA,NA,"Szalóczy Gyuláné","Független","község","Borsod-Abaúj-Zemplén","Kazincbarcikai","1605",146,"91",0,"HH",1
"2689","Szuhakálló","Dávid István","Független","Tinyó Ottó","Független","község","Borsod-Abaúj-Zemplén","Kazincbarcikai","696",971,"395",0,"HH",1
"2690","Szuhogy","Fóris Sándor","Független","Fóris Sándor","Független","község","Borsod-Abaúj-Zemplén","Edelényi","1700",1223,"450",1,"LHHK",1
"2691","Szulimán","Bedő István","Független","Bedő István","Független","község","Baranya","Szigetvári","1049",217,"118",0,"LHHK",1
"2692","Szulok","Hengerics József","Fidesz - Magyar Polgári Szövetség","Virth József Mihály","Független","község","Somogy","Barcsi","2791",599,"293",0,"LHHK",1
"2693","Szurdokpüspöki","Géczi László Miklósné","Független","Kovács József","Független","község","Nógrád","Pásztói","2671",1891,"900",1,"HH",1
"2694","Szűcsi","Berta István","Független","Szekeres István","Független","község","Heves","Gyöngyösi","1738",1578,"663",1,NA,NA
"2695","Szügy","Markó Antal","Független","Markó Antal","MAGYAR SZOCIALISTA PÁRT","község","Nógrád","Balassagyarmati","1951",1382,"539",1,"HH",2
"2696","Szűr","Kropp Károly","Független","Kropp Károly","Független","község","Baranya","Mohácsi","783",274,"125",0,"HH",1
"2697","Tab",NA,NA,"Schmidt Jenő","Független","város","Somogy","Tabi","2586",4315,"1930",1,"LHH",1
"2698","Tabajd",NA,NA,"Temesszentandrási György","Nemzeti Fórum Egyesület","község","Fejér","Bicskei","2657",963,"393",0,NA,NA
"2699","Tabdi","Fábián Sándor","Független","Kollarik László","Független","község","Bács-Kiskun","Kiskőrösi","2139",1095,"551",0,"HH",1
"2700","Táborfalva","Tóth Bertalan","Független","Tóth Bertalan","Független","község","Pest","Dabasi","4205",3295,"1382",0,NA,NA
"2701","Tác","Horváth István","Független","Horváth István","Független","község","Fejér","Abai","4569",1639,"577",0,"HH",1
"2702","Tagyon","Steierlein István","Független","Steierlein István","Független","község","Veszprém","Balatonfüredi","276",93,"39",0,NA,NA
"2703","Tahitótfalu","Sajtos Sándor Imre","Független","Budai Mihály","Független","község","Pest","Szentendrei","3917",5567,"2008",0,NA,NA
"2704","Takácsi","Kunszt Szabolcs","Független","Kunszt Szabolcs","Független","község","Veszprém","Pápai","1913",818,"351",0,NA,NA
"2705","Tákos","Varga János","Független","Varga János","Független","község","Szabolcs-Szatmár-Bereg","Vásárosnaményi","1082",362,"163",0,"LHHK",1
"2706","Taksony","Kreisz László","Független","Kreisz László","Független","nagyközség","Pest","Ráckevei","2085",6352,"2099",1,NA,NA
"2707","Taktabáj","Virág Zoltánné","Független","Virág Zoltánné","Független","község","Borsod-Abaúj-Zemplén","Tokaji","1682",579,"239",0,"LHHK",1
"2708","Taktaharkány","Varga László","Független","Varga László","Független","nagyközség","Borsod-Abaúj-Zemplén","Szerencsi","3914",3678,"1343",1,"LHHK",1
"2709","Taktakenéz","Molnár Tibor","Független","Molnár Tibor","Független","község","Borsod-Abaúj-Zemplén","Szerencsi","1974",1246,"436",1,"LHHK",1
"2710","Taktaszada","Filep András","Független","Vajtó János","Független","község","Borsod-Abaúj-Zemplén","Szerencsi","2574",1882,"682",1,"LHHK",1
"2711","Taliándörögd","Kajdi István","Független","Kajdi István","Független","község","Veszprém","Tapolcai","2808",704,"302",0,"HH",2
"2712","Tállya","Osika József","Független","Osika József","Független","község","Borsod-Abaúj-Zemplén","Szerencsi","3794",1926,"1020",1,"LHHK",1
"2713","Tamási","Ribányi József","Fidesz - Magyar Polgári Szövetség","Ribányi József","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","város","Tolna","Tamási","11196",8449,"3755",1,"LHHK",1
"2714","Tanakajd","Kondor Gábor Iván","Független","Kondor Gábor","Független","község","Vas","Szombathelyi","1182",768,"279",0,NA,NA
"2715","Táp","Farkas Szilvia","Független","Perger Sándor","Független","község","Győr-Moson-Sopron","Pannonhalmai","1988",712,"281",0,NA,NA
"2716","Tápióbicske","Kanyó Sándor","Független","Blahúz László","Független","község","Pest","Nagykátai","4848",3465,"1526",1,NA,NA
"2717","Tápiógyörgye",NA,NA,"Varró István","Független","község","Pest","Nagykátai","5331",3602,"1572",1,NA,NA
"2718","Tápióság","Kun Szilárd","Fidesz - Magyar Polgári Szövetség","Samu János","MAGYAR SZOCIALISTA PÁRT","község","Pest","Nagykátai","3354",2628,"1146",1,NA,NA
"2719","Tápiószecső","Bata József","Fidesz - Magyar Polgári Szövetség","Incze Sándor","Független","nagyközség","Pest","Nagykátai","3838",6383,"2332",1,NA,NA
"2720","Tápiószele","Kovács Ferenc","TÁPIÓSZELÉÉRT TÁRSASKÖR","Kovács Ferenc","TÁPIÓSZELÉÉRT TÁRSASKÖR","város","Pest","Nagykátai","3699",6153,"2447",1,NA,NA
"2721","Tápiószentmárton","Tóth János","Független","Tóth János","Független","nagyközség","Pest","Nagykátai","10291",5382,"2458",1,NA,NA
"2722","Tápiószőlős",NA,NA,"Lajtai Sándorné","Független","község","Pest","Ceglédi","3179",2947,"1367",1,NA,NA
"2723","Táplánszentkereszt","Perl János","Független","Ifj. Perl János","Független","község","Vas","Szombathelyi","2008",2621,"862",0,NA,NA
"2724","Tapolca","Császár László","Fidesz - Magyar Polgári Szövetség","Ács János","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG","város","Veszprém","Tapolcai","6349",15839,"6874",1,"HH",2
"2725","Tapsony","Fábos István","Fidesz - Magyar Polgári Szövetség","Fábos István","Független","község","Somogy","Marcali","3161",699,"399",1,"HH",1
"2726","Tápszentmiklós","Kovács József","Független","Kovács József","Független","község","Győr-Moson-Sopron","Pannonhalmai","2075",963,"349",0,NA,NA
"2727","Tar",NA,NA,"Román István","Független","község","Nógrád","Pásztói","2734",1919,"865",1,"HH",1
